image_path,label,label_id,width,height,file_size_kb,corrupt
final_data\glass\86.jpg,glass,0,800,533,40.38,False
final_data\glass\87.jpg,glass,0,768,512,36.1,False
final_data\glass\88.jpg,glass,0,1600,1157,316.24,False
final_data\glass\89.jpg,glass,0,1464,980,195.19,False
final_data\glass\9.jpg,glass,0,800,534,113.3,False
final_data\glass\90.jpg,glass,0,1820,1024,527.29,False
final_data\glass\91.jpg,glass,0,838,557,64.56,False
final_data\glass\92.jpg,glass,0,770,433,81.42,False
final_data\glass\93.jpg,glass,0,900,506,146.81,False
final_data\glass\94.jpg,glass,0,600,400,23.25,False
final_data\glass\95.jpg,glass,0,768,480,124.01,False
final_data\glass\96.jpg,glass,0,1300,928,192.69,False
final_data\glass\97.jpg,glass,0,1200,900,264.47,False
final_data\glass\98.jpg,glass,0,1920,1280,419.82,False
final_data\glass\99.jpg,glass,0,735,490,133.98,False
final_data\metal\0.jpg,metal,1,1500,1101,159.95,False
final_data\metal\1.jpg,metal,1,1470,980,279.18,False
final_data\metal\10.jpg,metal,1,850,400,24.34,False
final_data\metal\100.jpg,metal,1,2287,2560,419.06,False
final_data\metal\101.jpg,metal,1,1200,777,211.11,False
final_data\metal\102.jpg,metal,1,1200,600,86.13,False
final_data\metal\103.jpg,metal,1,768,480,122.52,False
final_data\metal\104.jpg,metal,1,1024,640,222.16,False
final_data\metal\105.jpg,metal,1,1024,640,41.37,False
final_data\metal\106.jpg,metal,1,1200,800,139.18,False
final_data\metal\107.jpg,metal,1,4000,3000,321.08,False
final_data\metal\108.jpg,metal,1,1600,1157,384.22,False
final_data\metal\109.jpg,metal,1,1920,1440,498.44,False
final_data\metal\11.jpg,metal,1,1500,1101,270.79,False
final_data\metal\110.jpg,metal,1,1280,720,52.66,False
final_data\metal\111.jpg,metal,1,405,720,51.77,False
final_data\metal\112.jpg,metal,1,405,720,55.88,False
final_data\metal\113.jpg,metal,1,2048,1363,438.04,False
final_data\metal\114.jpg,metal,1,1536,1022,277.11,False
final_data\metal\115.jpg,metal,1,405,720,69.93,False
final_data\metal\116.jpg,metal,1,980,490,144.82,False
final_data\metal\117.jpg,metal,1,800,800,75.28,False
final_data\metal\118.jpg,metal,1,500,500,12.75,False
final_data\metal\119.jpg,metal,1,1000,667,71.77,False
final_data\metal\12.jpg,metal,1,608,432,43.94,False
final_data\metal\120.jpg,metal,1,800,480,51.9,False
final_data\metal\121.jpg,metal,1,939,688,61.02,False
final_data\metal\122.jpg,metal,1,900,900,50.86,False
final_data\metal\123.jpg,metal,1,1283,1390,332.01,False
final_data\metal\124.jpg,metal,1,958,321,70.99,False
final_data\metal\125.jpg,metal,1,1300,960,111.54,False
final_data\metal\126.jpg,metal,1,1300,957,336.71,False
final_data\metal\127.jpg,metal,1,530,400,82.98,False
final_data\metal\128.jpg,metal,1,1600,1157,169.46,False
final_data\metal\129.jpg,metal,1,800,533,125.33,False
final_data\metal\13.jpg,metal,1,866,1390,107.53,False
final_data\metal\130.jpg,metal,1,992,556,56.25,False
final_data\metal\131.jpg,metal,1,2287,2560,419.06,False
final_data\metal\132.jpg,metal,1,1200,777,211.11,False
final_data\metal\133.jpg,metal,1,1200,600,86.13,False
final_data\metal\134.jpg,metal,1,768,480,122.52,False
final_data\metal\135.jpg,metal,1,1024,640,222.16,False
final_data\metal\136.jpg,metal,1,1024,640,41.37,False
final_data\metal\137.jpg,metal,1,1200,800,139.18,False
final_data\metal\138.jpg,metal,1,4000,3000,321.08,False
final_data\metal\139.jpg,metal,1,1600,1157,384.22,False
final_data\metal\14.jpg,metal,1,1300,956,116.64,False
final_data\metal\140.jpg,metal,1,1920,1440,498.44,False
final_data\metal\141.jpg,metal,1,1280,720,52.66,False
final_data\metal\142.jpg,metal,1,405,720,51.77,False
final_data\metal\143.jpg,metal,1,405,720,55.88,False
final_data\metal\144.jpg,metal,1,2048,1363,438.04,False
final_data\metal\145.jpg,metal,1,1536,1022,277.11,False
final_data\metal\146.jpg,metal,1,405,720,69.93,False
final_data\metal\147.jpg,metal,1,980,490,144.82,False
final_data\metal\148.jpg,metal,1,800,800,75.28,False
final_data\metal\149.jpg,metal,1,500,500,12.75,False
final_data\metal\15.jpg,metal,1,1300,956,113.69,False
final_data\metal\150.jpg,metal,1,1000,667,71.77,False
final_data\metal\151.jpg,metal,1,800,480,51.9,False
final_data\metal\152.jpg,metal,1,939,688,61.02,False
final_data\metal\153.jpg,metal,1,900,900,50.86,False
final_data\metal\154.jpg,metal,1,1283,1390,332.01,False
final_data\metal\155.jpg,metal,1,958,321,70.99,False
final_data\metal\156.jpg,metal,1,1300,960,111.54,False
final_data\metal\157.jpg,metal,1,1300,957,336.71,False
final_data\metal\158.jpg,metal,1,530,400,82.98,False
final_data\metal\159.jpg,metal,1,1600,1157,169.46,False
final_data\metal\16.jpg,metal,1,800,600,80.74,False
final_data\metal\160.jpg,metal,1,800,533,125.33,False
final_data\metal\161.jpg,metal,1,992,556,56.25,False
final_data\metal\162.jpg,metal,1,2287,2560,419.06,False
final_data\metal\163.jpg,metal,1,1200,777,211.11,False
final_data\metal\164.jpg,metal,1,1200,600,86.13,False
final_data\metal\165.jpg,metal,1,768,480,122.52,False
final_data\metal\166.jpg,metal,1,1024,640,222.16,False
final_data\metal\167.jpg,metal,1,1024,640,41.37,False
final_data\metal\168.jpg,metal,1,1200,800,139.18,False
final_data\metal\169.jpg,metal,1,4000,3000,321.08,False
final_data\metal\17.jpg,metal,1,1000,667,168.17,False
final_data\metal\170.jpg,metal,1,1600,1157,384.22,False
final_data\metal\171.jpg,metal,1,1920,1440,498.44,False
final_data\metal\172.jpg,metal,1,1280,720,52.66,False
final_data\metal\173.jpg,metal,1,405,720,51.77,False
final_data\metal\174.jpg,metal,1,405,720,55.88,False
final_data\metal\175.jpg,metal,1,2048,1363,438.04,False
final_data\metal\176.jpg,metal,1,405,720,69.93,False
final_data\metal\177.jpg,metal,1,980,490,144.82,False
final_data\metal\178.jpg,metal,1,800,800,75.28,False
final_data\metal\179.jpg,metal,1,500,500,12.75,False
final_data\metal\18.jpg,metal,1,600,370,42.19,False
final_data\metal\180.jpg,metal,1,1000,667,71.77,False
final_data\metal\181.jpg,metal,1,800,480,51.9,False
final_data\metal\182.jpg,metal,1,939,688,61.02,False
final_data\metal\183.jpg,metal,1,900,900,50.86,False
final_data\metal\184.jpg,metal,1,1283,1390,332.01,False
final_data\metal\185.jpg,metal,1,958,321,70.99,False
final_data\metal\186.jpg,metal,1,1300,960,111.54,False
final_data\metal\187.jpg,metal,1,1300,957,336.71,False
final_data\metal\188.jpg,metal,1,530,400,82.98,False
final_data\metal\189.jpg,metal,1,1600,1157,169.46,False
final_data\metal\19.jpg,metal,1,599,399,73.02,False
final_data\metal\190.jpg,metal,1,800,533,125.33,False
final_data\metal\191.jpg,metal,1,992,556,56.25,False
final_data\metal\192.jpg,metal,1,2287,2560,419.06,False
final_data\metal\193.jpg,metal,1,1200,777,211.11,False
final_data\metal\194.jpg,metal,1,1200,600,86.13,False
final_data\metal\195.jpg,metal,1,768,480,122.52,False
final_data\metal\196.jpg,metal,1,1024,640,222.16,False
final_data\metal\197.jpg,metal,1,1024,640,41.37,False
final_data\metal\198.jpg,metal,1,1200,800,139.18,False
final_data\metal\199.jpg,metal,1,4000,3000,321.08,False
final_data\metal\2.jpg,metal,1,1300,1065,175.83,False
final_data\metal\20.jpg,metal,1,3072,2787,332.46,False
final_data\metal\200.jpg,metal,1,1600,1157,384.22,False
final_data\metal\201.jpg,metal,1,1920,1440,498.44,False
final_data\metal\202.jpg,metal,1,1280,720,52.66,False
final_data\metal\203.jpg,metal,1,405,720,51.77,False
final_data\metal\204.jpg,metal,1,405,720,55.88,False
final_data\metal\205.jpg,metal,1,2048,1363,438.04,False
final_data\metal\206.jpg,metal,1,1536,1022,277.11,False
final_data\metal\207.jpg,metal,1,405,720,69.93,False
final_data\metal\208.jpg,metal,1,980,490,144.82,False
final_data\metal\209.jpg,metal,1,800,800,75.28,False
final_data\metal\21.jpg,metal,1,1000,667,114.29,False
final_data\metal\210.jpg,metal,1,500,500,12.75,False
final_data\metal\211.jpg,metal,1,1000,667,71.77,False
final_data\metal\212.jpg,metal,1,800,480,51.9,False
final_data\metal\213.jpg,metal,1,939,688,61.02,False
final_data\metal\214.jpg,metal,1,900,900,50.86,False
final_data\metal\215.jpg,metal,1,1283,1390,332.01,False
final_data\metal\216.jpg,metal,1,958,321,70.99,False
final_data\metal\217.jpg,metal,1,1300,960,111.54,False
final_data\metal\218.jpg,metal,1,1300,957,336.71,False
final_data\metal\219.jpg,metal,1,530,400,82.98,False
final_data\metal\22.jpg,metal,1,1000,437,110.96,False
final_data\metal\220.jpg,metal,1,1600,1157,169.46,False
final_data\metal\221.jpg,metal,1,800,533,125.33,False
final_data\metal\222.jpg,metal,1,992,556,56.25,False
final_data\metal\223.jpg,metal,1,2287,2560,419.06,False
final_data\metal\224.jpg,metal,1,1200,777,211.11,False
final_data\metal\225.jpg,metal,1,1200,600,86.13,False
final_data\metal\226.jpg,metal,1,768,480,122.52,False
final_data\metal\227.jpg,metal,1,1024,640,222.16,False
final_data\metal\228.jpg,metal,1,1024,640,41.37,False
final_data\metal\229.jpg,metal,1,1200,800,139.18,False
final_data\metal\23.jpg,metal,1,1024,683,183.62,False
final_data\metal\230.jpg,metal,1,4000,3000,321.08,False
final_data\metal\231.jpg,metal,1,1600,1157,384.22,False
final_data\metal\232.jpg,metal,1,1920,1440,498.44,False
final_data\metal\233.jpg,metal,1,1280,720,52.66,False
final_data\metal\234.jpg,metal,1,405,720,51.77,False
final_data\metal\235.jpg,metal,1,405,720,55.88,False
final_data\metal\236.jpg,metal,1,2048,1363,438.04,False
final_data\metal\237.jpg,metal,1,405,720,69.93,False
final_data\metal\238.jpg,metal,1,980,490,144.82,False
final_data\metal\239.jpg,metal,1,800,800,75.28,False
final_data\metal\24.jpg,metal,1,480,319,17.99,False
final_data\metal\240.jpg,metal,1,500,500,12.75,False
final_data\metal\241.jpg,metal,1,1000,667,71.77,False
final_data\metal\242.jpg,metal,1,800,480,51.9,False
final_data\metal\243.jpg,metal,1,939,688,61.02,False
final_data\metal\244.jpg,metal,1,900,900,50.86,False
final_data\metal\245.jpg,metal,1,1283,1390,332.01,False
final_data\metal\246.jpg,metal,1,958,321,70.99,False
final_data\metal\247.jpg,metal,1,1300,960,111.54,False
final_data\metal\248.jpg,metal,1,1300,957,336.71,False
final_data\metal\249.jpg,metal,1,1344,768,199.37,False
final_data\metal\25.jpg,metal,1,1300,957,244.33,False
final_data\metal\250.jpg,metal,1,530,400,82.98,False
final_data\metal\251.jpg,metal,1,1600,1157,169.46,False
final_data\metal\252.jpg,metal,1,992,556,56.25,False
final_data\metal\253.jpg,metal,1,2287,2560,419.06,False
final_data\metal\254.jpg,metal,1,1200,777,211.11,False
final_data\metal\255.jpg,metal,1,1200,600,86.13,False
final_data\metal\256.jpg,metal,1,300,188,22.47,False
final_data\metal\257.jpg,metal,1,768,480,122.52,False
final_data\metal\258.jpg,metal,1,1024,640,222.16,False
final_data\metal\259.jpg,metal,1,1024,640,41.37,False
final_data\metal\26.jpg,metal,1,1300,960,99.22,False
final_data\metal\260.jpg,metal,1,1200,800,139.18,False
final_data\metal\261.jpg,metal,1,1600,1157,384.22,False
final_data\metal\262.jpg,metal,1,1920,1440,498.44,False
final_data\metal\263.jpg,metal,1,1280,720,49.36,False
final_data\metal\264.jpg,metal,1,1280,720,52.66,False
final_data\metal\265.jpg,metal,1,405,720,55.88,False
final_data\metal\266.jpg,metal,1,2048,1363,438.04,False
final_data\metal\267.jpg,metal,1,405,720,69.93,False
final_data\metal\268.jpg,metal,1,980,490,144.82,False
final_data\metal\269.jpg,metal,1,500,500,12.75,False
final_data\metal\27.jpg,metal,1,2149,1397,605.93,False
final_data\metal\270.jpg,metal,1,1000,667,71.77,False
final_data\metal\271.jpg,metal,1,939,688,61.02,False
final_data\metal\272.jpg,metal,1,1000,700,75.35,False
final_data\metal\273.jpg,metal,1,958,321,70.99,False
final_data\metal\274.jpg,metal,1,900,900,50.86,False
final_data\metal\275.jpg,metal,1,1640,924,193.02,False
final_data\metal\276.jpg,metal,1,1300,960,111.54,False
final_data\metal\277.jpg,metal,1,1300,957,336.71,False
final_data\metal\278.jpg,metal,1,720,540,33.46,False
final_data\metal\279.jpg,metal,1,530,400,82.98,False
final_data\metal\28.jpg,metal,1,480,480,19.27,False
final_data\metal\280.jpg,metal,1,1600,1157,169.46,False
final_data\metal\281.jpg,metal,1,800,533,125.33,False
final_data\metal\282.jpg,metal,1,992,556,56.25,False
final_data\metal\283.jpg,metal,1,2287,2560,419.06,False
final_data\metal\284.jpg,metal,1,1200,777,211.11,False
final_data\metal\285.jpg,metal,1,1200,600,86.13,False
final_data\metal\286.jpg,metal,1,768,480,122.52,False
final_data\metal\287.jpg,metal,1,1024,640,222.16,False
final_data\metal\288.jpg,metal,1,1024,640,41.37,False
final_data\metal\289.jpg,metal,1,1200,800,139.18,False
final_data\metal\29.jpg,metal,1,1300,960,110.46,False
final_data\metal\290.jpg,metal,1,4000,3000,321.08,False
final_data\metal\291.jpg,metal,1,1600,1157,384.22,False
final_data\metal\292.jpg,metal,1,1920,1440,498.44,False
final_data\metal\293.jpg,metal,1,1280,720,52.66,False
final_data\metal\294.jpg,metal,1,405,720,51.77,False
final_data\metal\295.jpg,metal,1,405,720,55.88,False
final_data\metal\296.jpg,metal,1,2048,1363,438.04,False
final_data\metal\297.jpg,metal,1,405,720,69.93,False
final_data\metal\298.jpg,metal,1,980,490,144.82,False
final_data\metal\299.jpg,metal,1,800,800,75.28,False
final_data\metal\3.jpg,metal,1,800,534,83.06,False
final_data\metal\30.jpg,metal,1,1300,960,74.89,False
final_data\metal\300.jpg,metal,1,500,500,12.75,False
final_data\metal\301.jpg,metal,1,1000,667,71.77,False
final_data\metal\302.jpg,metal,1,800,480,51.9,False
final_data\metal\303.jpg,metal,1,939,688,61.02,False
final_data\metal\304.jpg,metal,1,900,900,50.86,False
final_data\metal\305.jpg,metal,1,1283,1390,332.01,False
final_data\metal\306.jpg,metal,1,958,321,70.99,False
final_data\metal\307.jpg,metal,1,1300,960,111.54,False
final_data\metal\308.jpg,metal,1,1300,957,336.71,False
final_data\metal\309.jpg,metal,1,1344,768,199.37,False
final_data\metal\31.jpg,metal,1,1206,1600,129.5,False
final_data\metal\310.jpg,metal,1,530,400,82.98,False
final_data\metal\311.jpg,metal,1,1600,1157,169.46,False
final_data\metal\312.jpg,metal,1,992,556,56.25,False
final_data\metal\313.jpg,metal,1,2287,2560,419.06,False
final_data\metal\314.jpg,metal,1,1200,777,211.11,False
final_data\metal\315.jpg,metal,1,1200,600,86.13,False
final_data\metal\316.jpg,metal,1,300,188,22.47,False
final_data\metal\317.jpg,metal,1,768,480,122.52,False
final_data\metal\318.jpg,metal,1,1024,640,222.16,False
final_data\metal\319.jpg,metal,1,1024,640,41.37,False
final_data\metal\32.jpg,metal,1,480,480,19.27,False
final_data\metal\320.jpg,metal,1,1200,800,139.18,False
final_data\metal\321.jpg,metal,1,1600,1157,384.22,False
final_data\metal\322.jpg,metal,1,1920,1440,498.44,False
final_data\metal\323.jpg,metal,1,1280,720,49.36,False
final_data\metal\324.jpg,metal,1,1280,720,52.66,False
final_data\metal\325.jpg,metal,1,405,720,55.88,False
final_data\metal\326.jpg,metal,1,2048,1363,438.04,False
final_data\metal\327.jpg,metal,1,405,720,69.93,False
final_data\metal\328.jpg,metal,1,980,490,144.82,False
final_data\metal\329.jpg,metal,1,500,500,12.75,False
final_data\metal\33.jpg,metal,1,1300,960,110.46,False
final_data\metal\330.jpg,metal,1,1000,667,71.77,False
final_data\metal\331.jpg,metal,1,939,688,61.02,False
final_data\metal\332.jpg,metal,1,1000,700,75.35,False
final_data\metal\333.jpg,metal,1,958,321,70.99,False
final_data\metal\334.jpg,metal,1,900,900,50.86,False
final_data\metal\335.jpg,metal,1,1640,924,193.02,False
final_data\metal\336.jpg,metal,1,1300,960,111.54,False
final_data\metal\337.jpg,metal,1,1300,957,336.71,False
final_data\metal\338.jpg,metal,1,720,540,33.46,False
final_data\metal\339.jpg,metal,1,530,400,82.98,False
final_data\metal\34.jpg,metal,1,1300,960,74.89,False
final_data\metal\340.jpg,metal,1,1600,1157,169.46,False
final_data\metal\341.jpg,metal,1,800,533,125.33,False
final_data\metal\342.jpg,metal,1,992,556,56.25,False
final_data\metal\343.jpg,metal,1,2287,2560,419.06,False
final_data\metal\344.jpg,metal,1,1200,777,211.11,False
final_data\metal\345.jpg,metal,1,1200,600,86.13,False
final_data\metal\346.jpg,metal,1,768,480,122.52,False
final_data\metal\347.jpg,metal,1,1024,640,222.16,False
final_data\metal\348.jpg,metal,1,1024,640,41.37,False
final_data\metal\349.jpg,metal,1,1200,800,139.18,False
final_data\metal\35.jpg,metal,1,1206,1600,129.5,False
final_data\metal\350.jpg,metal,1,4000,3000,321.08,False
final_data\metal\351.jpg,metal,1,1600,1157,384.22,False
final_data\metal\352.jpg,metal,1,1920,1440,498.44,False
final_data\metal\353.jpg,metal,1,1280,720,52.66,False
final_data\metal\354.jpg,metal,1,405,720,51.77,False
final_data\metal\355.jpg,metal,1,405,720,55.88,False
final_data\metal\356.jpg,metal,1,2048,1363,438.04,False
final_data\metal\357.jpg,metal,1,1536,1022,277.11,False
final_data\metal\358.jpg,metal,1,405,720,69.93,False
final_data\metal\359.jpg,metal,1,980,490,144.82,False
final_data\metal\36.jpg,metal,1,1250,625,38.15,False
final_data\metal\360.jpg,metal,1,800,800,75.28,False
final_data\metal\361.jpg,metal,1,500,500,12.75,False
final_data\metal\362.jpg,metal,1,1000,667,71.77,False
final_data\metal\363.jpg,metal,1,800,480,51.9,False
final_data\metal\364.jpg,metal,1,939,688,61.02,False
final_data\metal\365.jpg,metal,1,900,900,50.86,False
final_data\metal\366.jpg,metal,1,1283,1390,332.01,False
final_data\metal\367.jpg,metal,1,958,321,70.99,False
final_data\metal\368.jpg,metal,1,1300,960,111.54,False
final_data\metal\369.jpg,metal,1,1300,957,336.71,False
final_data\metal\37.jpg,metal,1,612,409,74.9,False
final_data\metal\370.jpg,metal,1,530,400,82.98,False
final_data\metal\371.jpg,metal,1,1600,1157,169.46,False
final_data\metal\372.jpg,metal,1,800,533,125.33,False
final_data\metal\373.jpg,metal,1,992,556,56.25,False
final_data\metal\374.jpg,metal,1,2287,2560,419.06,False
final_data\metal\375.jpg,metal,1,1200,777,211.11,False
final_data\metal\376.jpg,metal,1,1200,600,86.13,False
final_data\metal\377.jpg,metal,1,768,480,122.52,False
final_data\metal\378.jpg,metal,1,1024,640,222.16,False
final_data\metal\379.jpg,metal,1,1024,640,41.37,False
final_data\metal\38.jpg,metal,1,1200,1008,43.74,False
final_data\metal\380.jpg,metal,1,1200,800,139.18,False
final_data\metal\381.jpg,metal,1,4000,3000,321.08,False
final_data\metal\382.jpg,metal,1,1600,1157,384.22,False
final_data\metal\383.jpg,metal,1,1920,1440,498.44,False
final_data\metal\384.jpg,metal,1,1280,720,52.66,False
final_data\metal\385.jpg,metal,1,405,720,51.77,False
final_data\metal\386.jpg,metal,1,405,720,55.88,False
final_data\metal\387.jpg,metal,1,2048,1363,438.04,False
final_data\metal\388.jpg,metal,1,405,720,69.93,False
final_data\metal\389.jpg,metal,1,980,490,144.82,False
final_data\metal\39.jpg,metal,1,1600,1157,414.11,False
final_data\metal\390.jpg,metal,1,800,800,75.28,False
final_data\metal\391.jpg,metal,1,500,500,12.75,False
final_data\metal\392.jpg,metal,1,1000,667,71.77,False
final_data\metal\393.jpg,metal,1,800,480,51.9,False
final_data\metal\394.jpg,metal,1,939,688,61.02,False
final_data\metal\395.jpg,metal,1,900,900,50.86,False
final_data\metal\396.jpg,metal,1,1283,1390,332.01,False
final_data\metal\397.jpg,metal,1,958,321,70.99,False
final_data\metal\398.jpg,metal,1,1300,960,111.54,False
final_data\metal\399.jpg,metal,1,1300,957,336.71,False
final_data\metal\4.jpg,metal,1,1300,841,82.96,False
final_data\metal\40.jpg,metal,1,4116,6174,855.68,False
final_data\metal\400.jpg,metal,1,530,400,82.98,False
final_data\metal\401.jpg,metal,1,1600,1157,169.46,False
final_data\metal\402.jpg,metal,1,800,533,125.33,False
final_data\metal\403.jpg,metal,1,992,556,56.25,False
final_data\metal\404.jpg,metal,1,2287,2560,419.06,False
final_data\metal\405.jpg,metal,1,1200,777,211.11,False
final_data\metal\406.jpg,metal,1,1200,600,86.13,False
final_data\metal\407.jpg,metal,1,768,480,122.52,False
final_data\metal\408.jpg,metal,1,1024,640,222.16,False
final_data\metal\409.jpg,metal,1,1024,640,41.37,False
final_data\metal\41.jpg,metal,1,1200,521,92.37,False
final_data\metal\410.jpg,metal,1,1200,800,139.18,False
final_data\metal\411.jpg,metal,1,4000,3000,321.08,False
final_data\metal\412.jpg,metal,1,1600,1157,384.22,False
final_data\metal\413.jpg,metal,1,1920,1440,498.44,False
final_data\metal\414.jpg,metal,1,1280,720,52.66,False
final_data\metal\415.jpg,metal,1,405,720,51.77,False
final_data\metal\416.jpg,metal,1,405,720,55.88,False
final_data\metal\417.jpg,metal,1,2048,1363,438.04,False
final_data\metal\418.jpg,metal,1,405,720,69.93,False
final_data\metal\419.jpg,metal,1,980,490,144.82,False
final_data\metal\42.jpg,metal,1,600,900,129.05,False
final_data\metal\420.jpg,metal,1,800,800,75.28,False
final_data\metal\421.jpg,metal,1,500,500,12.75,False
final_data\metal\422.jpg,metal,1,1000,667,71.77,False
final_data\metal\423.jpg,metal,1,800,480,51.9,False
final_data\metal\424.jpg,metal,1,939,688,61.02,False
final_data\metal\425.jpg,metal,1,900,900,50.86,False
final_data\metal\426.jpg,metal,1,1283,1390,332.01,False
final_data\metal\427.jpg,metal,1,958,321,70.99,False
final_data\metal\428.jpg,metal,1,1300,960,111.54,False
final_data\metal\429.jpg,metal,1,1300,957,336.71,False
final_data\metal\43.jpg,metal,1,300,300,11.78,False
final_data\metal\430.jpg,metal,1,530,400,82.98,False
final_data\metal\431.jpg,metal,1,1600,1157,169.46,False
final_data\metal\432.jpg,metal,1,800,533,125.33,False
final_data\metal\433.jpg,metal,1,992,556,56.25,False
final_data\metal\434.jpg,metal,1,2287,2560,419.06,False
final_data\metal\435.jpg,metal,1,1200,777,211.11,False
final_data\metal\436.jpg,metal,1,1200,600,86.13,False
final_data\metal\437.jpg,metal,1,768,480,122.52,False
final_data\metal\438.jpg,metal,1,1024,640,222.16,False
final_data\metal\439.jpg,metal,1,1024,640,41.37,False
final_data\metal\44.jpg,metal,1,1000,652,135.32,False
final_data\metal\440.jpg,metal,1,1200,800,139.18,False
final_data\metal\441.jpg,metal,1,4000,3000,321.08,False
final_data\metal\442.jpg,metal,1,1600,1157,384.22,False
final_data\metal\443.jpg,metal,1,1920,1440,498.44,False
final_data\metal\444.jpg,metal,1,1280,720,52.66,False
final_data\metal\445.jpg,metal,1,405,720,51.77,False
final_data\metal\446.jpg,metal,1,405,720,55.88,False
final_data\metal\447.jpg,metal,1,2048,1363,438.04,False
final_data\metal\448.jpg,metal,1,1536,1022,277.11,False
final_data\metal\449.jpg,metal,1,405,720,69.93,False
final_data\metal\45.jpg,metal,1,1300,953,148.29,False
final_data\metal\450.jpg,metal,1,980,490,144.82,False
final_data\metal\451.jpg,metal,1,800,800,75.28,False
final_data\metal\452.jpg,metal,1,500,500,12.75,False
final_data\metal\453.jpg,metal,1,1000,667,71.77,False
final_data\metal\454.jpg,metal,1,800,480,51.9,False
final_data\metal\455.jpg,metal,1,939,688,61.02,False
final_data\metal\456.jpg,metal,1,900,900,50.86,False
final_data\metal\457.jpg,metal,1,1283,1390,332.01,False
final_data\metal\458.jpg,metal,1,958,321,70.99,False
final_data\metal\459.jpg,metal,1,1300,960,111.54,False
final_data\metal\46.jpg,metal,1,1300,1051,78.29,False
final_data\metal\460.jpg,metal,1,1300,957,336.71,False
final_data\metal\461.jpg,metal,1,1344,768,199.37,False
final_data\metal\462.jpg,metal,1,530,400,82.98,False
final_data\metal\463.jpg,metal,1,1600,1157,169.46,False
final_data\metal\464.jpg,metal,1,992,556,56.25,False
final_data\metal\465.jpg,metal,1,2287,2560,419.06,False
final_data\metal\466.jpg,metal,1,1200,777,211.11,False
final_data\metal\467.jpg,metal,1,1200,600,86.13,False
final_data\metal\468.jpg,metal,1,300,188,22.47,False
final_data\metal\469.jpg,metal,1,768,480,122.52,False
final_data\metal\47.jpg,metal,1,1300,957,92.3,False
final_data\metal\470.jpg,metal,1,1024,640,222.16,False
final_data\metal\471.jpg,metal,1,1024,640,41.37,False
final_data\metal\472.jpg,metal,1,1200,800,139.18,False
final_data\metal\473.jpg,metal,1,1600,1157,384.22,False
final_data\metal\474.jpg,metal,1,1920,1440,498.44,False
final_data\metal\475.jpg,metal,1,1280,720,49.36,False
final_data\metal\476.jpg,metal,1,1280,720,52.66,False
final_data\metal\477.jpg,metal,1,405,720,55.88,False
final_data\metal\478.jpg,metal,1,2048,1363,438.04,False
final_data\metal\479.jpg,metal,1,405,720,69.93,False
final_data\metal\48.jpg,metal,1,1300,1065,156.29,False
final_data\metal\480.jpg,metal,1,980,490,144.82,False
final_data\metal\481.jpg,metal,1,500,500,12.75,False
final_data\metal\482.jpg,metal,1,1000,667,71.77,False
final_data\metal\483.jpg,metal,1,939,688,61.02,False
final_data\metal\484.jpg,metal,1,1000,700,75.35,False
final_data\metal\485.jpg,metal,1,958,321,70.99,False
final_data\metal\486.jpg,metal,1,900,900,50.86,False
final_data\metal\487.jpg,metal,1,1640,924,193.02,False
final_data\metal\488.jpg,metal,1,1300,960,111.54,False
final_data\metal\489.jpg,metal,1,1024,625,30.37,False
final_data\metal\49.jpg,metal,1,1300,906,98.37,False
final_data\metal\490.jpg,metal,1,407,612,36.8,False
final_data\metal\491.jpg,metal,1,960,1280,73.2,False
final_data\metal\492.jpg,metal,1,528,337,17.59,False
final_data\metal\493.jpg,metal,1,1600,1600,336.16,False
final_data\metal\494.jpg,metal,1,1280,1280,94.27,False
final_data\metal\495.jpg,metal,1,1364,2048,104.91,False
final_data\metal\496.jpg,metal,1,915,1280,41.92,False
final_data\metal\497.jpg,metal,1,1148,1288,67.6,False
final_data\metal\498.jpg,metal,1,442,659,39.93,False
final_data\metal\499.jpg,metal,1,500,402,21.95,False
final_data\metal\5.jpg,metal,1,800,450,71.64,False
final_data\metal\50.jpg,metal,1,1282,1390,100.66,False
final_data\metal\51.jpg,metal,1,800,450,46.45,False
final_data\metal\52.jpg,metal,1,1300,1254,100.55,False
final_data\metal\53.jpg,metal,1,1000,1500,172.08,False
final_data\metal\54.jpg,metal,1,1280,720,106.3,False
final_data\metal\55.jpg,metal,1,626,417,51.12,False
final_data\metal\56.jpg,metal,1,1000,640,270.87,False
final_data\metal\57.jpg,metal,1,1600,1690,190.67,False
final_data\metal\58.jpg,metal,1,2560,1696,314.93,False
final_data\metal\59.jpg,metal,1,736,490,47.57,False
final_data\metal\6.jpg,metal,1,1988,2000,143.04,False
final_data\metal\60.jpg,metal,1,1300,931,301.82,False
final_data\metal\61.jpg,metal,1,768,512,36.29,False
final_data\metal\62.jpg,metal,1,1344,768,199.37,False
final_data\metal\63.jpg,metal,1,530,400,82.98,False
final_data\metal\64.jpg,metal,1,1344,768,199.37,False
final_data\metal\65.jpg,metal,1,530,400,82.98,False
final_data\metal\66.jpg,metal,1,1600,1157,169.46,False
final_data\metal\67.jpg,metal,1,800,533,125.33,False
final_data\metal\68.jpg,metal,1,992,556,56.25,False
final_data\metal\69.jpg,metal,1,2287,2560,419.06,False
final_data\metal\7.jpg,metal,1,1480,740,56.93,False
final_data\metal\70.jpg,metal,1,1200,777,211.11,False
